Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Sound Type,Auditor,Length,Location,Date,File
10,Spectrogram 1,1,149.6401642,151.6745144,0,1144.5,O,HN,2.034350234,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
11,Spectrogram 1,1,159.682063,159.9706233,0,1220.8,T,HN,0.288560317,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
12,Spectrogram 1,1,165.0709268,165.287347,0,1068.2,T,HN,0.216420238,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
13,Spectrogram 1,1,203.1320322,203.4494486,0,1373.4,T,HN,0.317416349,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
14,Spectrogram 1,1,225.8850129,226.1086472,0,610.4,T,HN,0.223634246,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
15,Spectrogram 1,1,232.2116978,232.9691686,0,1297.1,T,HN,0.757470832,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
16,Spectrogram 1,1,234.15948,234.4985383,0,915.6,T,HN,0.339058372,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
17,Spectrogram 1,1,236.3741804,236.7853788,0,1144.5,T,HN,0.411198452,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
18,Spectrogram 1,1,238.7115189,238.884655,0,1602.2,T,HN,0.17313619,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
19,Spectrogram 1,1,240.688157,240.9406473,0,1526,T,HN,0.252490278,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
20,Spectrogram 1,1,243.3284839,243.5665462,0,1297.1,T,HN,0.238062262,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
21,Spectrogram 1,1,245.7163205,245.9471687,0,1678.5,T,HN,0.230848254,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
22,Spectrogram 1,1,247.5991765,247.8949508,0,1068.2,T,HN,0.295774325,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
23,Spectrogram 1,1,249.922087,250.1385073,0,1068.2,O,HN,0.216420237,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
24,Spectrogram 1,1,250.3982116,250.6362738,0,1373.4,T,HN,0.238062261,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
25,Spectrogram 1,1,252.8149042,253.0962505,0,1373.4,T,HN,0.281346309,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
26,Spectrogram 1,1,258.4201883,258.6654646,0,1526,T,HN,0.24527627,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
27,Spectrogram 1,1,255.3037369,255.6139392,0,1526,T,HN,0.310202341,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
28,Spectrogram 1,1,263.1309354,263.3257136,0,1220.8,T,HN,0.194778214,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
29,Spectrogram 1,1,274.1683673,274.4857836,0,1068.2,T,HN,0.317416348,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
30,Spectrogram 1,1,275.769877,276.0872934,0,915.6,T,HN,0.317416348,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
31,Spectrogram 1,1,281.6925775,282.0316359,0,1220.8,T,HN,0.339058373,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
32,Spectrogram 1,1,296.97906,297.1305541,0,915.6,T,HN,0.151494167,LBK,8/6/2018,2018-08-06T003000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,17.35730358,17.48726675,0,1547.4,O,HN,0.129963173,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,32.03592163,32.30306816,0,838.2,U,HN,0.267146522,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,44.25245963,44.45462457,64.5,773.7,O,HN,0.202164935,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,47.09720904,47.2632731,0,1353.9,T,HN,0.166064054,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,48.7217487,48.97445487,0,1031.6,T,HN,0.252706169,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,48.12247407,48.20911619,0,1289.5,O,HN,0.086642115,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
7,Spectrogram 1,1,51.49429635,51.65314023,0,902.6,O,HN,0.158843878,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
8,Spectrogram 1,1,136.9017604,137.1183657,0,967.1,T,HN,0.216605288,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
9,Spectrogram 1,1,135.6382296,135.7681928,0,1547.4,O,HN,0.129963173,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
10,Spectrogram 1,1,133.1039477,133.2844521,0,1547.4,O,HN,0.180504406,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
11,Spectrogram 1,1,145.6309534,145.8475587,0,1160.5,T,HN,0.216605288,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
12,Spectrogram 1,1,147.0605483,147.2193922,0,1418.4,O,HN,0.158843877,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
13,Spectrogram 1,1,166.2012353,166.475602,0,967.1,T,HN,0.274366698,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
14,Spectrogram 1,1,174.511658,174.6705019,0,902.6,T,HN,0.158843878,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
15,Spectrogram 1,1,183.3383233,183.5982497,0,2027.6,T,HN,0.259926346,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
16,Spectrogram 1,1,199.8941873,200.1324532,0,1267.2,T,HN,0.238265816,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
17,Spectrogram 1,1,203.7208808,203.9591466,0,929.3,T,HN,0.238265817,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
18,Spectrogram 1,1,256.4065063,256.514809,0,1605.2,O,HN,0.108302644,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
19,Spectrogram 1,1,260.3342821,260.6447496,0,675.9,T,HN,0.310467579,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
20,Spectrogram 1,1,266.6808169,266.9335231,0,1436.2,T,HN,0.252706169,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
21,Spectrogram 1,1,267.9226872,268.0526504,0,1267.2,O,HN,0.129963173,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
22,Spectrogram 1,1,275.4244502,275.6410554,0,929.3,T,HN,0.216605287,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
23,Spectrogram 1,1,276.7674029,277.2583749,0,1267.2,O,HN,0.490971986,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
24,Spectrogram 1,1,290.4568569,290.6806824,0,1605.2,T,HN,0.223825464,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
25,Spectrogram 1,1,293.8214591,294.0741652,0,1267.2,T,HN,0.252706169,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
26,Spectrogram 1,1,292.3918642,292.5723686,0,1436.2,T,HN,0.180504407,LBK,8/6/2018,2018-08-06T004500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,9.237776661,10.01843384,0,1125.7,T,HN,0.780657183,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,13.18443236,13.87834985,0,1456.8,T,HN,0.693917496,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,34.08869672,34.55130839,0,794.6,T,HN,0.462611664,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,47.64900085,48.05378605,0,1059.5,T,HN,0.404785206,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,68.56772177,68.6978313,0,1059.5,O,HN,0.13010953,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,70.04229645,70.34588535,0,1324.3,U,HN,0.303588904,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
7,Spectrogram 1,1,71.53132774,71.77709019,0,1059.5,O,HN,0.245762446,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
8,Spectrogram 1,1,93.18733606,93.89571017,0,1258.1,T,HN,0.70837411,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
9,Spectrogram 1,1,106.5307911,106.9211197,0,1191.9,T,HN,0.390328591,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
10,Spectrogram 1,1,109.9280955,110.3473373,0,1390.5,T,HN,0.41924182,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
11,Spectrogram 1,1,111.7351723,112.1110442,0,1059.5,T,HN,0.375871976,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
12,Spectrogram 1,1,113.8892078,114.293993,0,1059.5,T,HN,0.404785206,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
13,Spectrogram 1,1,117.0262932,117.3009688,0,993.2,T,HN,0.274675675,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
14,Spectrogram 1,1,120.7850129,121.0886018,0,927,T,HN,0.303588904,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
15,Spectrogram 1,1,122.7944823,123.7052489,0,1125.7,C,HN,0.91076665,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
16,Spectrogram 1,1,124.7461252,125.0063442,0,1324.3,T,HN,0.260219061,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
17,Spectrogram 1,1,126.8134211,127.0591835,0,728.4,T,HN,0.245762447,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
18,Spectrogram 1,1,139.9255703,140.4170952,0,1191.9,T,HN,0.491524893,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
19,Spectrogram 1,1,147.2117039,147.4430098,0,1125.7,T,HN,0.231305832,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
20,Spectrogram 1,1,152.3148888,153.3413084,0,1721.6,O,HN,1.026419629,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
21,Spectrogram 1,1,164.4006184,164.6463808,0,1125.7,T,HN,0.245762446,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
22,Spectrogram 1,1,165.5860606,165.8896495,0,1589.2,O,HN,0.303588904,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
23,Spectrogram 1,1,168.1448813,168.3761872,0,794.6,T,HN,0.231305832,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
24,Spectrogram 1,1,169.8218486,170.183264,0,1589.2,O,HN,0.361415363,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
25,Spectrogram 1,1,174.0287234,174.5925313,0,1390.5,T,HN,0.563807965,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
26,Spectrogram 1,1,175.6044943,176.0237361,0,1523,O,HN,0.41924182,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
27,Spectrogram 1,1,177.1802653,177.3682013,0,728.4,T,HN,0.187935988,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
28,Spectrogram 1,1,181.3726835,181.7485554,0,1456.8,O,HN,0.375871977,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
29,Spectrogram 1,1,182.8183449,183.1797603,0,1390.5,T,HN,0.361415362,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
30,Spectrogram 1,1,186.0566266,186.3891287,0,1456.8,O,HN,0.332502134,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
31,Spectrogram 1,1,187.7335938,188.0516393,0,1324.3,T,HN,0.318045519,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
32,Spectrogram 1,1,192.5476464,193.2993904,0,1059.5,O,HN,0.751743954,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
33,Spectrogram 1,1,199.082036,199.4145382,0,1324.3,O,HN,0.332502134,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
34,Spectrogram 1,1,202.1034685,202.2914045,0,2847.3,U,HN,0.187935988,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
35,Spectrogram 1,1,213.8277827,214.1891981,0,1324.3,T,HN,0.361415362,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
36,Spectrogram 1,1,215.952905,217.4274797,0,1390.5,C,HN,1.474574679,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
37,Spectrogram 1,1,243.2614496,243.5939517,0,1324.3,T,HN,0.332502133,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
38,Spectrogram 1,1,246.4852746,246.9767995,0,1324.3,T,HN,0.491524893,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
39,Spectrogram 1,1,296.9099451,297.5604928,0,1125.7,T,HN,0.650547652,LBK,8/6/2018,2018-08-06T010000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,1.18542697,1.522660504,0,1388.3,T,HN,0.337233534,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,49.76749399,50.07406993,0,898.3,T,HN,0.30657594,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,78.39146737,78.7287009,0,898.3,T,HN,0.337233534,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,112.1659165,112.5235885,0,1061.7,T,HN,0.357671931,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,128.0874269,128.4144413,0,1061.7,T,HN,0.327014337,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,132.6247508,132.9722035,0,1388.3,T,HN,0.347452732,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
7,Spectrogram 1,1,163.7524277,164.1100996,0,1061.7,T,HN,0.35767193,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
8,Spectrogram 1,1,181.7790929,181.9323808,0,1306.7,O,HN,0.15328797,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
9,Spectrogram 1,1,209.8818872,210.2804359,0,2695,U,HN,0.398548723,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
10,Spectrogram 1,1,233.5904264,233.8970023,0,1225,T,HN,0.30657594,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
11,Spectrogram 1,1,289.0908903,289.4281239,0,1143.3,T,HN,0.337233535,LBK,8/6/2018,2018-08-06T011500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,1.266418451,2.001758197,0,760.3,O,HN ,0.735339746,LBK,8/6/2018,2018-08-06T013000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,43.57584804,44.22580269,0,1728.1,O,HN ,0.649954651,LBK,8/6/2018,2018-08-06T013000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,77.96567046,81.43931698,0,2695.8,O,HN ,3.473646523,LBK,8/6/2018,2018-08-06T013000_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,162.2142358,162.5897651,0,898.6,T,HN ,0.375529353,LBK,8/6/2018,2018-08-06T013000_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,173.4118621,179.026396,0,2073.7,P,HN ,5.614533904,LBK,8/6/2018,2018-08-06T013000_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,191.9861215,192.5855241,0,1175.1,T,HN ,0.599402623,LBK,8/6/2018,2018-08-06T013000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,55.38104963,55.47487912,0,1575,O,HN,0.093829487,LBK,8/6/2018,2018-08-06T014500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,158.0088543,158.2614722,0,882,O,HN,0.252617849,LBK,8/6/2018,2018-08-06T014500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,171.9244889,172.711213,0,1449,O,HN,0.786724161,LBK,8/6/2018,2018-08-06T014500_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,204.1296555,204.4761029,0,1197,T,HN,0.346447337,LBK,8/6/2018,2018-08-06T014500_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,251.0949222,251.2464929,0,1512,O,HN,0.15157071,LBK,8/6/2018,2018-08-06T014500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,9.355574548,9.608427916,0,1177.7,T,HN,0.252853368,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,31.57777317,31.8450753,0,1177.7,T,HN,0.267302132,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,46.89346257,47.14631594,0,1177.7,T,HN,0.252853368,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,77.19974452,77.4453735,0,1243.2,O,HN,0.245628986,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,79.19367393,79.46097607,0,1046.9,T,HN,0.267302132,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,89.90743222,90.18195873,0,1374,T,HN,0.274526514,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
7,Spectrogram 1,1,138.8887412,139.6111794,0,981.5,T,HN,0.722438194,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
8,Spectrogram 1,1,242.1540556,243.1871422,0,1243.2,T,HN,1.033086618,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
10,Spectrogram 1,1,292.1540021,292.984806,0,1453.8,T,HN,0.830803923,LBK,8/6/2018,2018-08-06T020000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,80.39136142,81.12823408,0,1203.9,T,HN,0.736872659,LBK,8/6/2018,2018-08-06T021500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,115.1977578,116.1658062,0,1267.2,T,HN,0.968048395,LBK,8/6/2018,2018-08-06T021500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,133.5328832,133.8435256,0,1267.2,T,HN,0.310642395,LBK,8/6/2018,2018-08-06T021500_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,207.3501846,207.5018936,0,1140.5,U,HN,0.151709077,LBK,8/6/2018,2018-08-06T021500_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,208.8383784,208.946742,0,1013.8,U,HN,0.108363626,LBK,8/6/2018,2018-08-06T021500_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,238.2988359,238.6383753,0,1140.5,T,HN,0.339539362,LBK,8/6/2018,2018-08-06T021500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,63.10827414,63.93161396,0,1022.6,T,HN,0.823339817,LBK,8/6/2018,2018-08-06T023000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,143.3766833,143.7594641,0,1342.2,T,HN,0.382780793,LBK,8/6/2018,2018-08-06T023000_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,171.8974631,172.1863542,0,1113.6,T,HN,0.288891164,LBK,8/6/2018,2018-08-06T023000_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,228.8956892,230.4990351,0,890.9,T,HN,1.60334596,LBK,8/6/2018,2018-08-06T023000_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,275.5732783,276.5771751,0,1410.6,T,HN,1.003896795,LBK,8/6/2018,2018-08-06T023000_0004e9e500057018_2.0.wav
7,Spectrogram 1,1,297.0956693,298.0056765,0,1039.4,T,HN,0.910007167,LBK,8/6/2018,2018-08-06T023000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,1.962009888,2.094854308,0,1034.6,O,HN,0.13284442,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,17.51502566,17.84202731,0,2845.2,U,HN,0.327001648,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,25.40394034,29.2155533,0,1616.6,O,HN,3.81161296,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,31.07537517,31.58631525,0,1228.6,O,HN,0.510940075,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,97.52824075,98.46837049,0,1034.6,T,HN,0.940129738,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,105.437593,106.5514424,0,1616.6,O,HN,1.113849363,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
7,Spectrogram 1,1,149.0105623,149.490846,0,969.9,T,HN,0.480283671,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
8,Spectrogram 1,1,186.9938471,187.4639119,0,1228.6,T,HN,0.470064869,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
9,Spectrogram 1,1,205.8986297,206.3176005,0,1099.3,T,HN,0.418970861,LBK,8/6/2018,2018-08-06T024500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,24.11284911,24.32227488,0,868.6,O,HN,0.209425767,LBK,8/6/2018,2018-08-06T030000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,29.32682847,29.70235053,0,1002.3,T,HN,0.375522064,LBK,8/6/2018,2018-08-06T030000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,175.2893645,175.4410176,0,1603.6,O,HN,0.151653141,LBK,8/6/2018,2018-08-06T030000_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,214.8997201,215.0947027,0,1470,O,HN,0.19498261,LBK,8/6/2018,2018-08-06T030000_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,217.5139314,218.1133224,0,1336.4,O,HN,0.599390987,LBK,8/6/2018,2018-08-06T030000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,114.2607068,114.3274953,0,2308.3,T,HN,0.066788463,LBK,8/6/2018,2018-08-06T034500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,117.636864,118.3610048,0,2421.2,O,HN,0.724140815,LBK,8/6/2018,2018-08-06T034500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,142.7850156,143.0132774,0,2767.1,T,HN,0.228261779,LBK,8/6/2018,2018-08-06T034500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,70.2453928,70.36780743,0,1260,U,HN,0.122414633,LBK,8/6/2018,2018-08-06T040000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,74.73578411,74.85819874,0,2677.5,O,HN,0.122414633,LBK,8/6/2018,2018-08-06T040000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,282.551316,282.7126807,0,1811.2,O,HN,0.161364743,LBK,8/6/2018,2018-08-06T040000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,128.1416519,128.2595809,0,1369.6,O,HN,0.117929002,LBK,8/6/2018,2018-08-06T041500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,19.66188687,19.76916139,0,1084.4,O,HN,0.107274517,LBK,8/6/2018,2018-08-06T050000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,79.01023715,79.12261998,0,1626.6,O,HN,0.112382827,LBK,8/6/2018,2018-08-06T050000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,88.52191119,88.6240774,0,1536.3,O,HN,0.102166206,LBK,8/6/2018,2018-08-06T050000_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,199.4386553,199.5152799,0,1626.6,O,HN,0.076624655,LBK,8/6/2018,2018-08-06T050000_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,281.4321454,281.7897271,0,1445.9,U,HN,0.357581724,LBK,8/6/2018,2018-08-06T050000_0004e9e500057018_2.0.wav
6,Spectrogram 1,1,282.6836814,282.8522556,0,1536.3,U,HN,0.168574241,LBK,8/6/2018,2018-08-06T050000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,15.20049166,16.14634949,0,763,T,HN,0.945857827,LBK,8/6/2018,2018-08-06T051500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,31.05751993,31.26894697,0,932.6,O,HN,0.211427044,LBK,8/6/2018,2018-08-06T051500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,32.62653115,32.84908593,0,932.6,O,HN,0.222554783,LBK,8/6/2018,2018-08-06T051500_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,266.8098013,267.7334036,0,866,T,HN,0.923602348,LBK,8/6/2018,2018-08-06T051500_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,272.6629921,273.1414848,0,1065.9,O,HN,0.478492783,LBK,8/6/2018,2018-08-06T051500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,0.531056396,0.688963985,0,1134.6,T,,0.157907589,LBK,8/6/2018,2018-08-06T053000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,1.243896366,1.938689753,0,1160.5,U,HN,0.694793387,LBK,8/6/2018,2018-08-06T053000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,5.966304062,6.150181822,0,2023.6,U,HN,0.18387776,LBK,8/6/2018,2018-08-06T060000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,77.47432126,77.69906075,0,837.3,O,HN,0.224739484,LBK,8/6/2018,2018-08-06T060000_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,11.18958757,21.98064181,0,773.7,O,HN,10.79105425,LBK,8/6/2018,2018-08-06T061500_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,83.19126183,84.11095397,0,851.1,T,HN ,0.919692135,LBK,8/6/2018,2018-08-06T061500_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,225.8968236,233.5302683,0,1005.8,O,HN ,7.633444721,LBK,8/6/2018,2018-08-06T061500_0004e9e500057018_2.0.wav
4,Spectrogram 1,1,235.8908114,236.064531,0,1470,O,HN ,0.173719626,LBK,8/6/2018,2018-08-06T061500_0004e9e500057018_2.0.wav
5,Spectrogram 1,1,291.6037163,291.8796239,0,2166.3,C,HN ,0.27590764,LBK,8/6/2018,2018-08-06T061500_0004e9e500057018_2.0.wav
1,Spectrogram 1,1,43.05884375,43.88162422,0,987.3,T,HN,0.822780461,LBK,8/6/2018,2018-08-06T063000_0004e9e500057018_2.0.wav
2,Spectrogram 1,1,73.21302551,73.56667676,0,921.5,T,HN,0.353651251,LBK,8/6/2018,2018-08-06T063000_0004e9e500057018_2.0.wav
3,Spectrogram 1,1,181.682915,182.5634344,0,1119,T,HN,0.880519441,LBK,8/6/2018,2018-08-06T063000_0004e9e500057018_2.0.wav
