Class,Start,End,Length,Date,File,Selection
Opsanus_beta,288.8965084,289.4681471,0.571638693,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,79
Opsanus_beta,290.8781893,291.6784834,0.800294171,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,80
Opsanus_beta,292.8979793,293.3362356,0.438256332,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,81
Opsanus_beta,294.1936937,294.7653324,0.571638694,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,82
Tursiops_truncatus_Echo,292.7074331,299.9672445,7.259811408,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,83
Cynoscion_nebulosus,67.40194706,70.26014053,2.858193468,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,84
Cynoscion_nebulosus,85.52740807,100.4662326,14.93882453,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,85
Cynoscion_nebulosus,101.5784747,120.0424045,18.4639298,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,86
Cynoscion_nebulosus,120.7112067,134.8687917,14.15758498,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,87
Opsanus_beta,163.5462575,164.3656063,0.819348794,4/27/2018,2018-04-27T001500_0004e9e50005718b_2.0.wav,88
Bairdiella_chrysoura,0.018986043,298.9162585,298.8972725,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,1
Tursiops_truncatus_Echo,0.303776685,7.727319437,7.423542752,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,2
Tursiops_truncatus_Whistle,13.7838671,15.62551326,1.841646156,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,3
Tursiops_truncatus_Whistle,11.80931865,12.39788598,0.588567328,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,4
Opsanus_beta,0.721469628,1.196120699,0.474651071,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,5
Opsanus_beta,4.347803811,4.955357182,0.607553371,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,6
Opsanus_beta,13.19529978,14.63823903,1.442939256,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,7
Opsanus_beta,8.714593664,9.132286607,0.417692943,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,8
Opsanus_beta,11.33466758,11.60047218,0.265804599,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,9
Tursiops_truncatus_Echo,19.20538275,30.52106428,11.31568153,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,10
Opsanus_beta,20.76223826,21.73052644,0.968288185,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,11
Opsanus_beta,22.75577276,23.26839591,0.512623157,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,12
Opsanus_beta,16.87009948,17.00300178,0.1329023,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,13
Opsanus_beta,18.31303873,18.54087125,0.227832514,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,14
Opsanus_beta,19.30031296,19.62307569,0.322762728,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,15
Opsanus_beta,24.73032121,25.22395833,0.493637114,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,16
Opsanus_beta,27.23647887,27.48329743,0.246818557,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,17
Opsanus_beta,28.71739021,29.43885984,0.721469628,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,18
Opsanus_beta,30.35018989,30.82484097,0.474651071,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,19
Opsanus_beta,35.23750245,35.73113957,0.493637114,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,20
Opsanus_beta,37.64872989,38.27526931,0.626539413,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,21
Opsanus_beta,43.93311007,44.74950991,0.816399842,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,22
Opsanus_beta,47.93916511,48.47077431,0.531609199,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,23
Tursiops_truncatus_Echo,35.59823727,44.23688676,8.638649493,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,24
Opsanus_beta,52.21376316,52.65044215,0.436678985,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,25
Opsanus_beta,55.13761376,55.49834857,0.360734814,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,26
Opsanus_beta,56.58055302,57.47289703,0.892344014,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,27
Tursiops_truncatus_Echo,58.53611543,63.662347,5.126231567,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,28
Opsanus_beta,57.89058997,58.19436666,0.303776686,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,29
Opsanus_beta,60.0739849,60.54863597,0.474651071,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,30
Opsanus_beta,62.01056127,62.50419838,0.493637114,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,31
Opsanus_beta,65.14325834,65.73182567,0.588567328,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,32
Opsanus_beta,69.82086394,70.732194,0.911330056,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,33
Opsanus_beta,78.02283445,78.61140178,0.588567328,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,34
Opsanus_beta,80.85175483,81.63018259,0.778427757,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,35
Opsanus_beta,73.14342144,74.54838861,1.404967171,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,36
Cynoscion_nebulosus,38.59548641,43.75969007,5.164203653,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,37
Cynoscion_nebulosus,44.89885264,50.2908888,5.392036167,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,38
Opsanus_beta,82.08767638,82.75218788,0.664511499,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,39
Opsanus_beta,83.72047606,84.6697782,0.949302142,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,40
Opsanus_beta,86.91013126,87.53667067,0.626539413,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,41
Opsanus_beta,89.3636957,90.74967683,1.385981128,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,42
Opsanus_beta,98.71526832,99.72152859,1.006260271,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,43
Opsanus_beta,103.8414999,104.335137,0.493637114,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,44
Opsanus_beta,108.5880106,109.1196198,0.5316092,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,45
Opsanus_beta,111.2254988,111.9469685,0.721469628,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,46
Opsanus_beta,114.3392099,114.9467632,0.607553371,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,47
Opsanus_beta,122.389292,122.8449571,0.455665028,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,48
Opsanus_beta,123.8891894,124.7055893,0.816399843,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,49
Tursiops_truncatus_Echo,109.6116852,123.6613569,14.0496717,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,50
Opsanus_beta,121.1259022,121.9802741,0.854371928,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,51
Opsanus_beta,126.0053152,126.6698267,0.6645115,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,52
Opsanus_beta,128.3405985,128.8532216,0.512623157,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,53
Tursiops_truncatus_Echo,124.5348434,130.1547121,5.619868681,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,54
Tursiops_truncatus_Echo,132.4710093,141.7551843,9.284174949,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,55
Opsanus_beta,130.572405,131.2179305,0.645525456,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,56
Opsanus_beta,132.6608697,133.1734929,0.512623157,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,57
Opsanus_beta,138.546543,139.0971383,0.550595243,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,58
Tursiops_truncatus_Echo,142.4526409,178.7539548,36.30131391,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,59
Opsanus_beta,142.5578821,143.1274634,0.569581286,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,60
Opsanus_beta,143.848933,145.1209979,1.27206487,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,61
Opsanus_beta,148.3676112,149.2219831,0.854371928,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,62
Opsanus_beta,151.1205874,151.5192943,0.3987069,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,63
Opsanus_beta,154.4122119,154.9628071,0.550595243,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,64
Opsanus_beta,157.127216,157.7727415,0.645525456,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,65
Opsanus_beta,161.9306848,162.443308,0.512623157,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,66
Opsanus_beta,164.1520519,164.7975773,0.645525457,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,67
Opsanus_beta,176.1263678,176.9237816,0.7974138,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,68
Tursiops_truncatus_Echo,180.2429386,190.0207507,9.777812063,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,69
Opsanus_beta,188.406937,189.5081275,1.101190484,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,70
Opsanus_beta,191.2548435,191.7484806,0.493637114,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,71
Tursiops_truncatus_Echo,191.6899054,230.8391258,39.14922034,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,72
Opsanus_beta,202.267727,202.87528029999999,0.607553371,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,73
Opsanus_beta,230.5408164,231.1673558,0.626539414,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,74
Opsanus_beta,234.7557179,235.3822574,0.626539414,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,75
Opsanus_beta,238.9706195,240.546461,1.575841556,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,76
Opsanus_beta,252.4301521,253.3035101,0.873357971,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,77
Opsanus_beta,255.5248771,256.1893886,0.664511499,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,78
Tursiops_truncatus_Echo,256.4380359,257.2544358,0.816399842,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,79
Opsanus_beta,259.3282746,260.0497442,0.721469628,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,80
Tursiops_truncatus_Echo,268.5529411,269.8060199,1.253078827,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,81
Opsanus_beta,269.8819641,270.5654616,0.683497542,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,82
Cynoscion_nebulosus,270.843406,272.6850522,1.841646156,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,83
Opsanus_beta,273.7292845,274.6406146,0.911330056,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,84
Opsanus_beta,282.1970596,282.8425851,0.645525457,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,85
Opsanus_beta,284.4184266,285.1588823,0.740455671,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,86
Tursiops_truncatus_Whistle,284.589301,285.4436729,0.854371928,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,87
Opsanus_beta,285.9942682,287.0764726,1.082204442,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,88
Opsanus_beta,288.2045383,288.7931057,0.588567328,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,89
Tursiops_truncatus_Whistle,294.2041279,294.6189524,0.414824493,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,90
Unknown,291.091267,291.6798343,0.588567328,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,91
Opsanus_beta,297.5844936,298.3249493,0.740455671,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,92
Ariopsis_felis,292.9518992,294.204978,1.253078827,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,93
Opsanus_beta,295.2302243,295.97068,0.740455671,4/27/2018,2018-04-27T002000_0004e9e50005718b_2.0.wav,94
Bairdiella_chrysoura,0.018771822,295.5435601,295.5247883,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,1
Opsanus_beta,1.70823577,2.327705885,0.619470115,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,2
Opsanus_beta,14.22904081,15.46798104,1.238940229,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,3
Opsanus_beta,18.11835242,18.71905072,0.600698293,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,4
Opsanus_beta,22.88639512,23.46832159,0.581926471,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,6
Opsanus_beta,32.95499348,33.49937631,0.544382828,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,9
Opsanus_beta,46.28904711,47.03991998,0.750872866,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,11
Opsanus_beta,43.89824972,44.57403529,0.675785579,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,12
Opsanus_beta,50.43084365,51.87627392,1.445430267,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,13
Opsanus_beta,57.6854075,58.32364944,0.638241936,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,14
Opsanus_beta,67.68317889,68.4715954,0.788416509,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,17
Opsanus_beta,72.83697509,73.43767338,0.600698293,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,18
Opsanus_beta,76.96677585,77.86782329,0.901047439,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,20
Opsanus_beta,78.50606523,78.93781712,0.431751898,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,21
Opsanus_beta,87.46376751,87.91429123,0.45052372,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,22
Opsanus_beta,93.52628892,94.01435628,0.488067363,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,24
Opsanus_beta,95.5911893,96.04171302,0.45052372,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,25
Opsanus_beta,100.0213392,101.5606286,1.539289375,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,26
Opsanus_beta,104.2074554,104.5828919,0.375436433,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,27
Opsanus_beta,111.7709456,112.2965566,0.525611006,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,29
Opsanus_beta,118.0219622,120.4998427,2.477880458,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,30
Opsanus_beta,122.7149176,123.3156159,0.600698293,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,31
Opsanus_beta,124.7235025,125.7934964,1.069993834,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,32
Opsanus_beta,134.5097501,135.1292202,0.619470115,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,33
Opsanus_beta,138.8460409,139.5593701,0.713329223,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,34
Opsanus_beta,143.78303,145.6226685,1.839638522,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,35
Opsanus_beta,146.9914669,148.0051452,1.013678369,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,36
Opsanus_beta,152.0410869,152.6793288,0.638241936,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,38
Opsanus_beta,154.8568601,156.6777268,1.8208667,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,39
Opsanus_beta,157.7852643,158.4422781,0.657013758,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,40
Opsanus_beta,162.2129562,162.9450572,0.732101045,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,41
Opsanus_beta,168.445201,169.2711611,0.825960152,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,42
Opsanus_beta,173.7951701,174.5272712,0.732101044,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,43
Opsanus_beta,164.2027693,165.0287294,0.825960153,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,44
Opsanus_beta,166.8495961,167.5066099,0.657013758,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,45
Opsanus_beta,179.4550332,180.5625707,1.107537478,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,48
Opsanus_beta,187.4518292,188.2590176,0.807188331,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,49
Opsanus_beta,192.6516238,193.3649531,0.713329223,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,50
Opsanus_beta,194.1533696,194.7916115,0.638241936,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,51
Unknown,201.5701108,201.8516881,0.281577325,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,53
Unknown,207.5770937,207.9525302,0.375436433,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,54
Unknown,210.1112896,210.392867,0.281577325,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,55
Opsanus_beta,202.6964201,203.2971184,0.600698293,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,56
Opsanus_beta,204.6862332,205.4934215,0.807188331,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,57
Opsanus_beta,208.2153357,208.816034,0.600698292,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,58
Opsanus_beta,211.1812835,212.1011027,0.919819261,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,59
Opsanus_beta,213.2301055,213.6618574,0.431751898,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,60
Opsanus_beta,222.7098754,223.6672384,0.957362904,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,61
Opsanus_beta,215.6704423,216.0834224,0.412980077,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,63
Unknown,216.3837716,216.9093826,0.525611007,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,64
Opsanus_beta,217.2660472,217.9981482,0.732101044,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,65
Opsanus_beta,225.5631923,226.9523071,1.389114802,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,66
Opsanus_beta,227.7970391,228.6229993,0.825960152,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,67
Unknown,233.3672905,233.7051833,0.33789279,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,68
Unknown,237.6472659,237.9851587,0.337892789,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,69
Unknown,240.8009319,241.1200529,0.319120968,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,70
Unknown,245.00582,245.4751155,0.469295542,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,71
Opsanus_beta,235.5072782,236.5585002,1.051222013,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,72
Opsanus_beta,238.1541051,238.9612934,0.807188331,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,73
Opsanus_beta,242.790745,243.1661814,0.375436433,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,74
Opsanus_beta,244.893189,247.2772104,2.38402135,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,75
Unknown,248.7509759,249.0137814,0.262805504,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,76
Opsanus_beta,251.3227155,251.9797293,0.657013758,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,77
Unknown,257.2170675,257.5174167,0.300349146,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,78
Opsanus_beta,254.2698915,254.8142743,0.544382828,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,79
Opsanus_beta,257.4986448,258.2307459,0.732101045,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,80
Opsanus_beta,259.9765253,261.0465191,1.069993835,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,81
Opsanus_beta,264.4817625,265.063689,0.581926471,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,82
Opsanus_beta,268.5613669,269.27469610000003,0.713329223,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,83
Unknown,275.2441354,275.6195718,0.375436433,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,84
Opsanus_beta,277.1588612,277.7220159,0.563154649,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,85
Unknown,282.133394,282.4337431,0.300349146,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,86
Opsanus_beta,270.1569717,270.7013546,0.544382828,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,87
Opsanus_beta,273.0290605,273.4232687,0.394208255,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,88
Opsanus_beta,280.6316482,281.5890111,0.957362904,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,89
Opsanus_beta,284.0183763,284.5815309,0.563154649,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,90
Opsanus_beta,286.3836258,288.0355461,1.651920305,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,91
Opsanus_beta,292.8035888,293.6483208,0.844731974,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,92
Unknown,289.1430836,289.4809764,0.33789279,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,93
Unknown,292.4844678,292.8411325,0.356664611,4/27/2018,2018-04-27T004000_0004e9e50005718b_2.0.wav,94
Bairdiella_chrysoura,0,299.9959864,299.9959864,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,1
Opsanus_beta,8.701086419,9.463271344,0.762184925,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,2
Opsanus_beta,6.833733353,7.1195527,0.285819347,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,3
Opsanus_beta,20.12436523,21.62968045,1.505315226,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,4
Opsanus_beta,35.28679831,35.9346555,0.647857186,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,5
Opsanus_beta,43.82326947,44.96654686,1.143277388,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,6
Opsanus_beta,48.18520316,49.06171582,0.876512664,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,7
Opsanus_beta,51.2720521,52.0914009,0.819348795,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,8
Opsanus_beta,52.62493034,53.38711527,0.762184925,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,9
Opsanus_beta,54.66377502,55.42595994,0.762184925,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,10
Opsanus_beta,58.28415341,59.02728371,0.743130302,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,11
Opsanus_beta,71.66671964,72.48606843,0.819348795,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,12
Opsanus_beta,76.04928296,76.83052251,0.781239548,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,13
Opsanus_beta,77.82136291,78.31678311,0.495420201,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,14
Opsanus_beta,93.5294416,94.44406351,0.91462191,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,15
Opsanus_beta,95.39679466,96.3304712,0.933676533,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,16
Opsanus_beta,98.55828472,99.24425115,0.685966432,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,17
Opsanus_beta,99.62534361,100.768621,1.143277387,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,18
Opsanus_beta,119.0733623,121.1312616,2.057899297,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,19
Opsanus_beta,125.5138249,126.218846,0.705021055,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,20
Unknown,136.5785981,137.0359091,0.457310955,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,21
Opsanus_beta,140.0274849,141.0754892,1.048004271,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,22
Opsanus_beta,163.9958442,164.7770838,0.781239548,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,23
Opsanus_beta,164.9824268,165.8017756,0.819348794,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,24
Opsanus_beta,176.0150536,178.9875748,2.972521207,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,25
Opsanus_beta,184.7335595,185.2289797,0.495420201,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,26
Opsanus_beta,197.7626557,199.420408,1.657752211,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,27
Unknown,195.2093362,195.5904287,0.381092462,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,28
Unknown,207.8720832,208.2150665,0.342983216,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,29
Opsanus_beta,204.899562,205.4712007,0.571638694,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,30
Opsanus_beta,216.0760294,218.1148741,2.038844674,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,31
Opsanus_beta,229.7036912,230.4087123,0.705021055,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,32
Opsanus_beta,231.6663174,232.2189014,0.552584071,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,33
Opsanus_beta,239.3834397,240.0694062,0.685966432,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,34
Unknown,241.041192,241.5556668,0.514474824,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,35
Opsanus_beta,244.8159072,245.3494366,0.533529447,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,36
Opsanus_beta,249.5414537,250.1702563,0.628802563,4/27/2018,2018-04-27T011500_0004e9e50005718b_2.0.wav,37
